	title	subtitle	level	links
43	Utiliser un wallet/ porte-clés	4. Cold wallet / Portefeuille froid/ physique	Niveau 1	{'Tuto Portefeuille Froid. Cours LvL 3.1. ADB': 'https://academie.decouvrebitcoin.fr/lessons/portefeuille-froid-hardwear-wallet-60e/', 'Arman The Parman (2022). Bitcoin Hardware Wallets Guide  and\xa0Hardware Wallets by Brand': 'https://armantheparman.com/using-hwws/', 'Bitcoin Wallet Recovery Sheet. Bitcoiner Guide': 'https://bitcoiner.guide/backup.pdf', 'Ledger ou Trezor ? ADB': 'https://www.youtube.com/watch?v=t350-HNuqHs', 'Tuto Trezor 1 : Mise en place. ADB': 'https://www.youtube.com/watch?v=WB5lWEaaJOE&t=1s', 'Tuto Trezor 2 :\xa0 Récupération des Bitcoins. ADB': 'https://www.youtube.com/watch?v=bwM0Xm_vSYM', 'Tuto Trezor 3 : Utilisation, envoi et réception de bitcoins. ADB': 'https://www.youtube.com/watch?v=ks-VHtsqjig&t=1s', 'Tuto Ledger Nano S + PassPhrase. ADB': 'https://www.youtube.com/watch?v=_vsHNTLi8MQ&t=1s', 'BitBox 02. ADB': 'https://www.youtube.com/watch?v=E2Px3qx7vYk'}
44	Utiliser un wallet/ porte-clés	4. Cold wallet / Portefeuille froid/ physique	Arman The Parman (2022). Bitcoin Hardware Wallets Guide  and Hardware Wallets by Brand	"{""Winter Hodler (2023). Création, sauvegarde et utilisation d'une clé privée Bitcoin avec un appareil Coldcard et Bitcoin Core"": 'https://agora256.com/creation-dune-cle-privee-bitcoin-avec-un-appareil-coldcard/', 'Stevenot et Hall (2023). What is a bitcoin hardware wallet, and what do they do? Unchaine Capital': 'https://unchained.com/blog/what-is-bitcoin-hardware-wallet/', 'Stephen Hall (2023). 8 reasons to use a bitcoin hardware wallet': 'https://unchained.com/blog/why-bitcoin-hardware-wallet/', 'M. Odell & Bitcoin Q&A (2022). Hardware Wallets in Citadel Dispatch E43: bitcoin for beginners': 'https://www.youtube.com/watch?v=OxdgmDxOMRY&t=2235s', 'Anil (2023). The Best Bitcoin Hardware Wallets. Unchained': 'https://unchained.com/blog/best-bitcoin-hardware-wallets/', 'Stephen Hall (2023). How to replace or upgrade a bitcoin hardware wallet. Unchained': 'https://unchained.com/blog/how-to-replace-upgrade-bitcoin-hardware-wallet/'}"
45	Utiliser un wallet/ porte-clés	4. Cold wallet / Portefeuille froid/ physique	Bitcoin Wallet Recovery Sheet. Bitcoiner Guide	"{'N. Cantu (2023). La mise en œuvre de ""Recover"" par Ledger et la nécessité sous-estimée de la compréhension': 'https://www.linkedin.com/pulse/ledger-recover-et-la-sous-estimation-du-besoin-de-nicolas-cantu-4nk-/', 'Unchained (2023). Bitcoin hardware wallets: What is a secure element?': 'https://unchained.com/blog/bitcoin-what-is-a-secure-element/'}"
46	Utiliser un wallet/ porte-clés	5. Bitcoin  Lightning  wallet	Niveau 1	"{'Asi0 (2022). Comparatif des Portefeuilles LN': 'https://asi0.substack.com/p/comparatif-des-portefeuilles-ln', 'Comment se lancer dans le Lightning Network ? - FAQ n°50 - DB': 'https://www.youtube.com/watch?v=qTHtPzuo_Ek&t=242s', 'Asi0 (2022). Débuter avec le réseau Lightning': 'https://asi0.substack.com/p/demarrer-avec-le-reseau-lightning', 'BTC Sessions (2023). Phoenix Wallet - Use Bitcoin Lightning Network In Minutesl': 'https://www.youtube.com/watch?v=cbtAmevYpdM', 'BTC Sessions (2022). Wallet Of Satoshi - Simple Bitcoin Lightning Wallet': 'https://www.youtube.com/watch?v=sXBwRO7ML7w&list=PLxdf8G0kzsUWcgEJLH9AHTN3KQzoN2HTs&index=2', ""Winter Hodler (2023). Muun Wallet - Guide d'utilisation complet"": 'https://agora256.com/muun-wallet-guide-dutilisation-complet/', 'BTC Sessions (2021). ALBY - Bitcoin Lightning Payments In Your Browser': 'https://www.youtube.com/watch?v=nd5fX2vHuDw&list=PLxdf8G0kzsUWcgEJLH9AHTN3KQzoN2HTs&index=5', 'Wallets extension de navigateur:\xa0\xa0Alby  et Zebedee': 'https://getalby.com/', 'BTC Sessions (2021). Muun Bitcoin Wallet - On Chain and Lightning Combined!': 'https://www.youtube.com/watch?v=5SbpyInuIJk&list=PLxdf8G0kzsUUE7HHNTGTWBFxzt2oudiyS', 'BTC Sessions (2021). Breez Lightning Network - Get Started Minutes!': 'https://www.youtube.com/watch?v=lcBsn8e-oQ4&list=PLxdf8G0kzsUWcgEJLH9AHTN3KQzoN2HTs', 'BTC Sessions (2022). Strike - Send Payments To Anyone In The World For Free': 'https://www.youtube.com/watch?v=4-vJ7zZQ4wU&list=PLxdf8G0kzsUWcgEJLH9AHTN3KQzoN2HTs&index=7'}"
47	Utiliser un wallet/ porte-clés	5. Bitcoin  Lightning  wallet	Niveau 2	{'M. Odell & Bitcoin Q&A (2022). Lightning Network Wallets in Citadel Dispatch E43: bitcoin for beginners': 'https://www.youtube.com/watch?v=OxdgmDxOMRY&t=4779s', 'BTC Sessions (2023). Zeus Bitcoin Lightning Wallet - Mobile Node Management': 'https://www.youtube.com/watch?v=hmmehTnV3ys&list=PLxdf8G0kzsUWcgEJLH9AHTN3KQzoN2HTs&index=8'}
48	Utiliser un wallet/ porte-clés	6. Solutions  Multi-Sig	Niveau 2	{'Portefeuille Multi-Sig Bitcoin - 3 Solutions : Sparrow, Dux, Specter. ADB': 'https://www.youtube.com/watch?v=epP3GZDPeiY', 'Liana : le futur des portefeuilles Bitcoin ! - WizardSardine. ADB': 'https://www.youtube.com/watch?v=siuLmQo1lM8&t=300s', 'Tutoriel multi-sig Specter - Chap 8 - LN 202. ADB': 'https://www.youtube.com/watch?v=mV1KS-Uwjew&t=1s', 'M. Odell & Bitcoin Q&A (2022). Multisig in Citadel Dispatch E43: bitcoin for beginners': 'https://www.youtube.com/watch?v=OxdgmDxOMRY&t=5282s', 'Multisig Guide - Bitcoiner.Guide': 'https://bitcoiner.guide/multisig/intro/', 'Tyler Campbell (2023). Top 10 tips for every bitcoin multisig beginner Unchained': 'https://unchained.com/blog/top-10-bitcoin-multisig-tips/', 'Samson Mow (2023). Don’t depend on or trust ANY single hardware manufacturer. Use multisig...': 'https://twitter.com/Excellion/status/1658572529437495304?s=20', 'Stephen Hall (2023). What is a multisig wallet configuration file and what is it for? Unchained': 'https://unchained.com/blog/what-is-a-multisig-wallet-configuration-file/', 'Stevenot and Hall (2023). What is bitcoin multisig escrow and how does it work?': 'https://unchained.com/blog/bitcoin-multisig-escrow/', 'Stephen Hall (2023). Bitcoin passphrase vs. multisig: Which is right for you? Unchained': 'https://unchained.com/blog/bitcoin-singlesig-passphrase-vs-multisig/', 'Neil Woodfine (2023). Multisig 2-of-3 vs. 3-of-5—are more keys more secure for your bitcoin? Unchained': 'https://unchained.com/blog/bitcoin-multisig-2-of-3-vs-3-of-5/'}
49	Utiliser un wallet/ porte-clés	6. Solutions  Multi-Sig	Niveau 3	{'Jameson Lopp (2020). Bitcoin multisig hardware signing performance': 'https://blog.keys.casa/bitcoin-multisig-hardware-signing-performance/', 'Jameson Lopp (2023). The way to address weaknesses of hardware devices is by leveraging the magic of additive security. Diversity is strength!': 'https://twitter.com/lopp/status/1658572079577419803?s=20', 'ArmanTheParman. Single Signature vs Multisignature Keys.': 'https://armantheparman.com/msigkeys/', 'Alex Waltz (2023). Liana v1.0 is out!': 'https://twitter.com/raw_avocado/status/1658099154571218949', 'Stephan Livera (2023). Multisig with multi device vendors in geographically distributed locations...': 'https://twitter.com/stephanlivera/status/1658568617372405791?s=20', 'Dormez tranquilles, vos bitcoins sont en sécurité avec le portefeuille Liana. [Tutoriel] ADB': 'https://www.youtube.com/watch?v=JrG4WMVPZDQ'}
50	Conserver ses sats/BTC	1. Stocker de façon sécurisée	Niveau 1	{'BTC Sessions (2022). How To Back Up a Bitcoin Wallet. Lightning Session': 'https://www.youtube.com/watch?v=GKXQiDhRy34&list=PLxdf8G0kzsUUE7HHNTGTWBFxzt2oudiyS&index=16', 'BTC Sessions (2022). How To Recover a Bitcoin Wallet. Lightning Session': 'https://www.youtube.com/watch?v=K6YIZkBUdyw&list=PLxdf8G0kzsUUE7HHNTGTWBFxzt2oudiyS&index=17'}
51	Conserver ses sats/BTC	1. Stocker de façon sécurisée	Niveau 2	{'Comment sécuriser 1 Million en Bitcoin? (Passphrase & multi sig). ADB': 'https://www.youtube.com/watch?v=tOJ5iIhbg4c&list=PLinTFKehfR4wGzSb41gAaFFImT9c_hrJV&index=28', 'Portefeuille Multi-Sig Bitcoin - 3 Solutions : Sparrow, Dux, Specter. ADB': 'https://www.youtube.com/watch?v=epP3GZDPeiY', 'Tutoriel multi-sig Specter - LN 202. ADB': 'https://www.youtube.com/watch?v=mV1KS-Uwjew&t=1s', 'Stephen Hall (2023). Ultimate guide to storing your bitcoin seed phrase backups. Unchained': 'https://unchained.com/blog/how-to-store-bitcoin-seed-phrase-backups/', 'M. Odell & Bitcoin Q&A (2022). Multisig in Citadel Dispatch E43: bitcoin for beginners': 'https://www.youtube.com/watch?v=OxdgmDxOMRY&t=5282s'}
52	Conserver ses sats/BTC	2. Prévoir la transmission : plan d'héritage	Niveau 2	"{'Loïc Morel (2023). Réaliser un plan d’héritage pour ses bitcoins. Bitstack': 'https://www.bitstack-app.com/blog/plan-heritage-bitcoin', ""Création d'un plan Héritage Bitcoin Académie Découvre Bitcoin"": 'https://www.youtube.com/watch?v=FzeZApwZ0XM&list=PLinTFKehfR4wGzSb41gAaFFImT9c_hrJV&index=26', ""Comment passer l'épreuve du temps ? Bitcoin 101. ADB"": 'https://www.youtube.com/watch?v=FzeZApwZ0XM&list=PLinTFKehfR4wGzSb41gAaFFImT9c_hrJV&index=26', 'P. Morgan (2018). Cryptoasset Inheritance Planning: a simple guide': 'https://www.amazon.fr/Cryptoasset-Inheritance-Planning-simple-owners/dp/1947910116', 'Vandrew et Hall (2023).How to set up a bitcoin inheritance plan. Unchained Capital': 'https://unchained.com/blog/how-bitcoin-inheritance-plan/'}"
53	Vérifier, auditer	Examiner le  mempool et la blockchain	Niveau 1	{'Ouvrir et découvrir mempool.space par soi-même (visiter tous les onglets).': 'https://mempool.space/', 'Choose Bitcoin (2021). Mempool.space : Réduire ses frais de transaction': 'https://choose-bitcoin.com/fr/calcule-fees-bitcoin-mempool/', 'Mempool -Bitcoiner.guide': 'https://btctouchpoint.com/wp-content/uploads/2023/05/Mempool-QA.jpg'}
54	Vérifier, auditer	Examiner le  mempool et la blockchain	Ouvrir et découvrir mempool.space par soi-même (visiter tous les onglets).	{'Analyse de la MemPool - LN 202 ADB': 'https://www.youtube.com/watch?v=0xS859IoMh8&list=PLinTFKehfR4zoKvBcncHPr-ZTh1enuEhr&index=5', 'Block Explorer & Analyse stats - LN 202. ADB': 'https://www.youtube.com/watch?v=Qe9VaUhUS0E&list=PLinTFKehfR4zoKvBcncHPr-ZTh1enuEhr&index=6', 'T. Demeester (2022). Keep Your Community Safe, DEMAND Proof-of-Keys!': 'https://twitter.com/ChartsBtc/status/1599421354524442625'}
55	Vérifier, auditer	Examiner le  mempool et la blockchain	Niveau 2	{'Mempool space (2023). Mempool Accelerator™️ teaser demo with k3tan': 'https://www.youtube.com/watch?v=qS09zHk0jMg'}
56	Vérifier, auditer	Vérifier  l'offre de bitcoins	Niveau 2	"{""Vérifier l'offre : Run the numbers. Bitcoiner.Guide"": 'https://bitcoiner.guide/verify/fr/'}"
57	Faire tourner son nœud	Contribuer activement au réseau	Niveau 2	{'L. Morel (2023). 6 raisons de configurer votre propre nœud Bitcoin. Bitstack': 'https://www.bitstack-app.com/blog/6-raisons-configurer-noeud-bitcoin', 'Unchained (2023). 7 reasons to run your own bitcoin node.': 'https://unchained.com/blog/why-run-bitcoin-node/', 'Les nœuds. Découvre Bitcoin': 'https://decouvrebitcoin.fr/thematique/noeud/', 'Winter Hodler (2023). Faire tourner son propre nœud avec Bitcoin Core': 'https://agora256.com/faire-tourner-son-propre-noeud-avec-bitcoin-core/', 'Nœud Bitcoin. ADB': 'https://www.youtube.com/playlist?list=PLinTFKehfR4zoKvBcncHPr-ZTh1enuEhr', 'BTC Sessions (2022). How To Run A Bitcoin Node For Free - Bitcoin Core': 'https://www.youtube.com/watch?v=PXg_xUIYN84&list=PLxdf8G0kzsUVzpmuXsCjtm3XWblNzdeEL&index=5', 'M. Odell & Bitcoin Q&A (2022). Full Nodes in Citadel Dispatch E43: bitcoin for beginners': 'https://www.youtube.com/watch?v=OxdgmDxOMRY&t=2756s', 'Michael Goldstein (2021). Vers un ordre mondial nodal': 'https://btctouchpoint.com/fr/vers-un-ordre-mondial-nodal/'}
58	Faire tourner son nœud	Contribuer activement au réseau	Niveau 3	{'Node.Guide: Your node, your rules. Bitcoiner.Guide': 'https://bitcoiner.guide/node/', 'Winter Hodler (2023). Configuration de Tor pour un nœud Bitcoin Core': 'https://agora256.com/configuration-tor-bitcoin-core/'}
59	Faire tourner son nœud	Utiliser Lightning sur son propre nœud	Niveau 2	"{'Comment se lancer dans le Lightning Network ? - FAQ n°50 - DB': 'https://www.youtube.com/watch?v=qTHtPzuo_Ek&t=242s', 'Guide débutant pour le Lightning Network. Bitcoiner.Guide': 'https://bitcoiner.guide/lightning/fr/', ""Asi0 (2022). Regardez tout ce qu'on peut faire sur Lightning !"": 'https://asi0.substack.com/p/regardez-tous-ce-quon-peut-faire', 'Asi0 (2022). Échanges sous-marin entre le réseau Bitcoin et Lightning': 'https://asi0.substack.com/p/echanges-sous-marin-entre-le-reseau', 'Mise en place d’un nœud Bitcoin & Lightning - LN202 - ADB': 'https://academie.decouvrebitcoin.fr/courses/ln-202-mise-en-place-dun-noeud-bitcoin-lightning/', 'Asi0 (2023). Maintenance pour nœud Lightning': 'https://asi0.substack.com/p/maintenance-pour-nud-lightning'}"
60	Faire tourner son nœud	Utiliser Lightning sur son propre nœud	Niveau 3	{'LN Capital (2022). 10 routing tips for beginners Lightning Node Operator': 'https://twitter.com/LN_Capital/status/1602005600929546240', 'Asi0 (2023). Expériences sur les frais de routage du Lightning Network': 'https://asi0.substack.com/p/experiences-sur-les-frais-de-routage', 'Asi0 (2023). Échanges sous-marin entre le réseau Bitcoin et Lightning': 'https://asi0.substack.com/p/echanges-sous-marin-entre-le-reseau', 'Asi0 (2023). Des banques privées sur le réseau Lightning': 'https://asi0.substack.com/p/des-banques-privees-sur-le-reseau'}
129	Dépenser, acheter	1. Dans des commerces avec pignon sur rue	Niveau 1	{'Carte mondiale de tous les commerces acceptant le bitcoin. BTCMap.org': 'https://btcmap.org/map', 'Joe Castagnaro (2023). Introducing BitLocal': 'https://twitter.com/joeycast/status/1656774524119949313'}
130	Dépenser, acheter	1. Dans des commerces avec pignon sur rue	Niveau 2	{'Hector Alvero (2023) Next time you talk to business owners about accepting lightning for payments, try this!': 'https://twitter.com/HectorAlvero/status/1646536261534904321'}
131	Dépenser, acheter	2. Avec des cartes d'achat  payées en bitcoin, et la techno. NFC	Niveau 1	{'Voici où acheter des cartes-cadeaux avec du bitcoin et d’autres cryptomonnaies. Zone Bitcoin': 'https://zonebitcoin.co/voici-5-plateformes-pour-acheter-des-cartes-cadeaux-avec-des-cryptomonnaies/'}
132	Dépenser, acheter	2. Avec des cartes d'achat  payées en bitcoin, et la techno. NFC	Niveau 2	{'BTC Sessions (2022). Coincorner Bolt Card Tutorial: Create NFC Cards For Bitcoin Lightning': 'https://www.youtube.com/watch?v=Cx5PK1H5OR0&list=PLxdf8G0kzsUWcgEJLH9AHTN3KQzoN2HTs&index=6'}
133	Economie circulaire	Bitcoin promeut l'économie circulaire	Niveau 1	"{'Que sont les économies circulaires de Bitcoin ? D-Central': 'https://d-central.tech/fr/que-sont-les-economies-circulaires-de-bitcoin/', 'Andrew Begin (2023). The circular economy ""big bang""': 'https://twitter.com/agbegin/status/1651751183919243266', ""It's time to join the Bitcoin circular economy. Bitcoin Magazine"": 'https://bitcoinmagazine.com/business/its-time-to-join-the-bitcoin-circular-economy', 'Brian Harrington (2020). Four lies about the Bitcoin circular economy. BM': 'https://bitcoinmagazine.com/technical/four-lies-about-the-bitcoin-circular-economy', 'BTC Casey (2021). El Salvador surf team rides the Bitcoin wave. BM': 'https://bitcoinmagazine.com/culture/el-salvador-surf-team-rides-bitcoin', 'John G. Dew (2022). Finding the path to a parallel Bitcoin economy. BM': 'https://bitcoinmagazine.com/culture/the-path-to-the-parallel-bitcoin-economy', 'Namcios (2022). Visit the Guatemalan lake town mining Bitcoin with used cooking oil. BM': 'https://bitcoinmagazine.com/culture/guatemala-town-mining-bitcoin-with-used-oil'}"
134	Economie circulaire	Bitcoin promeut l'économie circulaire	Niveau 2	"{'Bitcoin adoption happens fastest in circular economy. BM': 'https://bitcoinmagazine.com/culture/bitcoin-adoption-in-circular-economies', 'A. Svetski (2023). Since Bitcoin is a necessity, its economy will be circular. BM': 'https://bitcoinmagazine.com/culture/because-bitcoin-is-a-necessity-its-economy-will-be-circular', ""Aleksandar Svetski (2023). Bitcoin's economy is already circular. BM"": 'https://bitcoinmagazine.com/culture/bitcoin-economy-is-circular', 'Anarkio (2022). KYC-free circular eco.: free the markets, free the world. BM': 'https://bitcoinmagazine.com/business/kyc-free-bitcoin-circular-economies', 'S. Kotliar (2022). Real talk on building a circular eco. Pizza Day Prague 2022': 'https://www.youtube.com/watch?v=bkjEcSmZKfc'}"
135	Emprunter	Contracter un prêt  en mettant du bitcoin en garantie	Niveau 2	"{'Bitcoin Magazine (2023).Bitcoin-Backed Loans': 'https://bitcoinmagazine.com/guides/bitcoin-backed-loans', 'The ultimate guide to bitcoin-backed Loans. Unchained Capital': 'https://unchained.com/blog/ultimate-guide-bitcoin-loans/', 'Ciaran Lyons (2023). Home loans using crypto as collateral: Do the risks outweigh the reward? CoinTelegraph': 'https://cointelegraph.com/magazine/crypto-home-loan-bitcoin-mortgage-risky/', 'Leon Wankum (2023).why Bitcoin Is Pristine Collateral For Lending. Bitcoin Magazine': 'https://bitcoinmagazine.com/business/why-bitcoin-is-pristine-collateral', ""Noelle Acheson\xa0 (2021). Crypto Long & Short: Bitcoin's Potential as a Collateral Class. CoinDesk"": 'https://cointelegraph.com/magazine/crypto-home-loan-bitcoin-mortgage-risky/'}"
150	Devenir mineur de BTC	1. Processus graduel	Niveau 1	{'Comment miner des bitcoins : une introduction non technique. D-Central': 'https://d-central.tech/fr/comment-miner-des-bitcoins-une-introduction-non-technique/', 'The Basics of Mining Bitcoin at Home. Compass Mining': 'https://compassmining.io/education/how-to-mine-bitcoin-at-home-basics/', 'Bitmaker (2023). Build your Bitcoin Miner | NerdMiner v2 | LotteryMiner': 'https://www.youtube.com/watch?v=POUT2R_opDs', 'Silexperience (2023). Tuto NerdMiner v2': 'https://twitter.com/Silexperience/status/1646224015810347010'}
151	Devenir mineur de BTC	1. Processus graduel	Niveau 2	"{'Raymond Walsh (2021). The Plebs Guide to Bitcoin Mining at Home. BM': 'https://bitcoinmagazine.com/business/how-to-mine-bitcoin-easily-at-home', 'Bitcoin Magazine. Bitcoin\xa0Home Mining': 'https://bitcoinmagazine.com/tags/home-mining', ""Se préparer à l'exploitation minière de bitcoins à domicile. D-Central"": 'https://d-central.tech/fr/comment-se-preparer-a-lexploitation-miniere-de-bitcoins-a-domicile/'}"
152	Se chauffer en minant	Applications domestiques et professionnelles	Niveau 1	"{'Travis Bitckle (2023). Bitcoin home mining': 'https://twitter.com/bitckle/status/1645969834130264065', 'AFP/Valeria Mongelli (2022). Aux Pays-Bas, des tulipes poussent grâce au bitcoin [chauffage de serres, séchage de bulbes...]. Sciences et Avenir  - Couverture CNN Decoded (2023)': 'https://www.sciencesetavenir.fr/nature-environnement/aux-pays-bas-des-tulipes-poussent-grace-au-bitcoin_168191', 'DCX Immersion Mining (2022). Bitcoin mining warms a hotel, offices and workshop.': 'https://twitter.com/DCX_Immersion/status/1578812160641478656', 'Nicolas Drouin (2023). Bitcoin pool heater.': 'https://twitter.com/Crypto_Nic0/status/1641041425407115265?s=20', 'Documenting Bitcoin (2023). Profitable and sustainable hydroponic, fish hatchery, and heating systems.': 'https://twitter.com/DocumentingBTC/status/1618329338285522945?s=20&t=RC48hLL7CtWkutD91Qab0Q', ""J Willms (2021). North Vancouver to be world's 1st city heated by bitcoin. BM"": 'https://bitcoinmagazine.com/business/north-vancouver-to-be-worlds-first-city-heated-by-bitcoin-mining'}"
153	Se chauffer en minant	Applications domestiques et professionnelles	Niveau 2	"{'Kinetic Finance (2023). Warming Up to Bitcoin - The Future of Sustainable Heating? MintGreen': 'https://www.youtube.com/watch?v=nTRdmYX-0h8&t=51s', ""Bert de Groot (2022). Revue en détail, vidéos à l'appui, de l'expé. de minage en horticulture et d'autres cas d'usage par l'entreprise Bitcoin Brabant."": 'https://twitter.com/BdGBertdeGroot/status/1608332882577063938?s=20&t=A-57Xoc18z25uQPrfxYXqA', 'A. Vinot (2021). Bitcoin et énergie, baisser le coût de la chaleur grâce au minage à domicile. Parlons Bitcoin': 'https://parlonsbitcoin.com/podcasts/wisemining-et-energie', 'Hestiia. Réduisez vos factures avec une nouvelle source de chaleur': 'https://hestiia.com/fr'}"
154	Se chauffer en minant	Applications domestiques et professionnelles	Niveau 3	{'A. Vinot (2021). Miner du Bitcoin grâce à sa chaudière? Solution SATO. DB': 'https://www.youtube.com/watch?v=XoRnwviMGvE', 'Ajelex et Blob (2023). Attakaï : Le chauffage Bitcoin DIY ! DB': 'https://www.youtube.com/watch?v=gKoh44UCSnE', 'Ajelex et BlobOnChain (2023). Attakaï ! Le home-mining rendu possible et accessible! DB': 'https://decouvrebitcoin.fr/attakai-presentation/', 'BlobOnChain & Ajelex (2023). Attakaï : Réemploie de S9 pour se chauffer.\xa0DB': 'https://decouvrebitcoin.fr/thematique/attakai/'}
165	Mon commerce et Bitcoin	Apparaître sur la carte des commerces acceptant Bitcoin !	Niveau 1	"{""S'identifier sur la carte Bitcoin map"": 'https://btctouchpoint.com/fr/ressources/solutions-pratico-pratiques/#commerces'}"
166	Mon commerce et Bitcoin	Apparaître sur la carte des commerces acceptant Bitcoin !	Niveau 2	{'Ajelex (2023). BTC Map : la map des bitcoiners - Présentation, comment contribuer, statistiques...': 'https://www.youtube.com/watch?v=cMJDdQx9jl8&t=360s'}
167	Mon commerce et Bitcoin	Accepter Bitcoin dans son commerce	Niveau 1	{'Student of Bitcoin (2023). Take control of your payment using Bitcoin': 'https://twitter.com/studentofbtc/status/1636403569485299713', 'Découvre Bitcoin (2023). Swiss Bitcoin Pay : La solution pour accepter Bitcoin dans son commerce.': 'https://www.youtube.com/watch?v=_yAyJReq3Dg', 'Darth Coin (2023). Premiers pas pour accepter Bitcoin dans son commerce': 'https://decouvrebitcoin.fr/premiers-pas-pour-accepter-bitcoin-dans-son-commerce/', 'Coin SU (2023). Swiss Bitcoin Pay : 1 minute pour accepter Bitcoin dans votre commerce': 'https://www.youtube.com/watch?v=l9E6NDI72uY&t=103s', 'Mon commerce et le Bitcoin': 'https://docs.google.com/presentation/d/1AvrTcGBYX2tDYOcGo-a3AI2lB7dd-9ALGyxpTz8W5bY/edit#slide=id.p'}
168	Mon commerce et Bitcoin	Accepter Bitcoin dans son commerce	Niveau 3	"{""Lounès et Rogzy (2022). Tutoriel mise en place d'un LN-POS. DB"": 'https://www.youtube.com/watch?v=7-saQaNo9Vo'}"
169	Mon commerce et Bitcoin	Utiliser LNbits	Niveau 2	{'Claire Desombre (2022). Aperçu de la plateforme LNBits. DB': 'https://decouvrebitcoin.fr/lnbits-overview/', 'BTC Session (2022). LNbits Lightning Wallet ToolKit - Tutorial': 'https://www.youtube.com/watch?v=9cvxCL4ADE4', 'Jonathan Levi (2022). The Most Powerful App For Your Bitcoin Lightning Node... Ever!': 'https://www.youtube.com/watch?v=ZTjFalYeOlA', 'Silexperience (2023). Comment utiliser une bague NFC Bitcoin sur LNBits': 'https://twitter.com/Silexperience/status/1623662664726507523'}
170	Mon commerce et Bitcoin	Utiliser LNbits	Niveau 3	"{""Lounès et Rogzy (2022). Tutoriel mise en place d'un LN-POS. DB"": 'https://www.youtube.com/watch?v=7-saQaNo9Vo', 'LNbits. Free and open-source bitcoin point-of-sale': 'https://lnbits.github.io/lnpos/installer/'}"
171	Travailler dans Bitcoin	1. Trouver un  Bitcoin job !	Niveau 1	{'Annoncer et trouver un job sur Bitcoinerjobs.com': 'https://bitcoinerjobs.com/', 'Bitcoin Talent Co.': 'https://www.bitcointalent.co/job-seekers', 'E. Podwoski & A. Thomson (2023). How to Hire or Land a Job in Bitcoin. WiM': 'https://www.youtube.com/watch?v=9sa8ikwcjlU'}
172	Travailler dans Bitcoin	1. Trouver un  Bitcoin job !	Niveau 2	"{""Débloquer des opportunités de carrière grâce à des connaissances en réparation d'ASIC. D-Central"": 'https://d-central.tech/fr/debloquer-des-opportunites-de-carriere-grace-a-des-connaissances-en-reparation-dasic/'}"
173	Travailler dans Bitcoin	1. Trouver un  Bitcoin job !	Niveau 3	{'Buildonl2.com The community for Bitcoin builders': 'https://www.buildonl2.com/'}
174	Être payé en Bitcoin	Gagner  des sats	Niveau 1	"{""Obtenir des Bitcoins en travaillant ! (c'est possible) - ADB"": 'https://www.youtube.com/watch?v=R3NWkS7x4A8&list=PLinTFKehfR4wGzSb41gAaFFImT9c_hrJV&index=18', 'Obtenir des Bitcoin. Bitcoin.fr': 'https://bitcoin.fr/obtenir-des-bitcoins/', 'Anyone Can Earn Bitcoin. Millions of people are stacking sats for playing games, listening to podcasts, taking phone calls, sharing content... Stack Sats': 'https://www.stacksats.how/', 'Earn Bitcoin From Home. African Bitcoiners': 'https://bitcoiners.africa/places-to-earn-sats/', 'Gagnez du bitcoin sur chacune de vos dépenses. Bitstack': 'https://www.bitstack-app.com/carte'}"
175	Être payé en Bitcoin	Gagner  des sats	Niveau 2	{'Choose Bitcoin (2022). Accepter les dons en bitcoin : Payment Widget': 'https://choose-bitcoin.com/fr/payment-widget-accepter-dons-bitcoins/'}
198	Eviter les pièges et arnaques	Identifier  les risques	Niveau 1	{'Pièges et conseils pour les éviter': 'https://btctouchpoint.com/fr/premiers-pas/pieges-et-principes/#pieges', 'Comment acheter des bitcoins sans se faire arnaquer. Bitcoin.fr': 'https://bitcoin.fr/comment-acheter-des-bitcoins-sans-se-faire-arnaquer/', 'Fraude et Arnaque en Cryptomonnaie. Cours LvL 0.1 ADB': 'https://www.youtube.com/watch?v=LeyI3CBw2g4&list=PLinTFKehfR4wGzSb41gAaFFImT9c_hrJV&index=2', '10 Ways to lose your Bitcoin - Bitcoiner.guide': 'https://bitcoiner.guide/lostbitcoin/'}
199	Eviter les pièges et arnaques	Identifier  les risques	Niveau 2	{'Loïc Morel (2023). Eviter les arnaques et piratages sur Bitcoin. Bitstack': 'https://www.bitstack-app.com/blog/eviter-arnaques-piratages-bitcoin', 'Stephen Hall (2023). What happens to my bitcoin if an exchange fails? Unchained Capital': 'https://unchained.com/blog/bitcoin-exchange-bankrupt/'}
